date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:54	1458/1458	---MCZ	200	added ('OK')	application/xml	date:Fri,%2011%20Dec%202020%2009:53:54%20GMT	https://sreesanthramachandran.wordpress.com/osd.xml	C:/My%20Web%20Sites/gat/sreesanthramachandran.wordpress.com/osd.xml	(from https://sreesanthramachandran.wordpress.com/)
15:23:55	170304/170304	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202020%2019:28:28%20GMT	https://alvesstarter.files.wordpress.com/2020/06/aaron-burden-1zr3wnstnvy-unsplash.jpg	C:/My%20Web%20Sites/gat/alvesstarter.files.wordpress.com/2020/06/aaron-burden-1zr3wnstnvy-unsplash.jpg	(from https://sreesanthramachandran.wordpress.com/)
15:23:55	297623/297623	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Dec%202020%2007:17:07%20GMT	https://sreesanthramachandran.files.wordpress.com/2020/12/516089.png	C:/My%20Web%20Sites/gat/sreesanthramachandran.files.wordpress.com/2020/12/516089.png	(from https://sreesanthramachandran.wordpress.com/)
15:23:56	163514/163514	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Dec%202020%2007:37:42%20GMT	https://sreesanthramachandran.files.wordpress.com/2020/12/gfgh.jpg	C:/My%20Web%20Sites/gat/sreesanthramachandran.files.wordpress.com/2020/12/gfgh.jpg	(from https://sreesanthramachandran.wordpress.com/)
15:23:59	24042/24042	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e8609cc-5dea%22	http://0.gravatar.com/js/gprofiles.js?ver=202050y	C:/My%20Web%20Sites/gat/0.gravatar.com/js/gprofiles0568.js	(from https://sreesanthramachandran.wordpress.com/)
15:23:59	411279/411279	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Dec%202020%2007:53:29%20GMT	https://sreesanthramachandran.files.wordpress.com/2020/12/40cee2ae407de99af49bea4ff771bcff.jpg	C:/My%20Web%20Sites/gat/sreesanthramachandran.files.wordpress.com/2020/12/40cee2ae407de99af49bea4ff771bcff.jpg	(from https://sreesanthramachandran.wordpress.com/)
15:23:59	582/582	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bffef62-2f0%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/gat/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://sreesanthramachandran.wordpress.com/)
15:23:59	12042/12042	---MCZ	200	added ('OK')	text/css	etag:W/%225f88539e-376b%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20201002	C:/My%20Web%20Sites/gat/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.css	(from https://sreesanthramachandran.wordpress.com/)
15:24:00	15569/15569	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f88539e-4f45%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20201002	C:/My%20Web%20Sites/gat/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.js	(from https://sreesanthramachandran.wordpress.com/)
15:24:01	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e6029bb-4e62%22	http://stats.wp.com/w.js?61	C:/My%20Web%20Sites/gat/stats.wp.com/w7f39.js	(from https://sreesanthramachandran.wordpress.com/)
15:24:01	851/851	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2011%20Dec%202020%2009:54:00%20GMT	https://sreesanthramachandran.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/gat/sreesanthramachandran.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://sreesanthramachandran.wordpress.com/)
15:24:01	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2011%20Dec%202020%2009:54:01%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/gat/pixel.wp.com/b0b80.gif	(from https://sreesanthramachandran.wordpress.com/)
15:24:02	344/344	---MCZ	200	added ('OK')	text/plain	date:Fri,%2011%20Dec%202020%2009:54:02%20GMT	https://s1.wp.com/robots.txt		(from https://sreesanthramachandran.wordpress.com/)
15:24:02	344/344	---MCZ	200	added ('OK')	text/plain	date:Fri,%2011%20Dec%202020%2009:54:03%20GMT	https://s2.wp.com/robots.txt		(from https://sreesanthramachandran.wordpress.com/)
